element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
S,5,"=""""","=""""","=""4618+""","=""3""","=""""","=""7.34e+03""",D,"=""447925.9""","=""450091.5""","=""3s.5p""","=""1P*""","=""1""","=""3p.4p""","=""1P""","=""1""",,"=""T6298c4""","=""""",
K,3,"=""4618.0""","=""0.5""","=""4618""","=""6""","=""""","=""1.18e-01""",A,"=""0.0""","=""2165.4""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p5""","=""2P*""","=""1/2""",M1,"=""T4500""","=""L7248""",
Th,2,"=""4618.1518""","=""0.0011""","=""4618.1510""","=""0.0003""","=""65""","=""""",,"=""6213.49036""","=""8378.85915""","=""6d2.(3F).7s""","=""4F""","=""9/2""","=""5f.7s2""","=""2F*""","=""7/2""",,"=""""","=""L9974""",
Fe,2,"=""4618.632""","=""0.004""","=""4618.6326""","=""0.0015""","=""3.0e-03""","=""""",,"=""104873.232""","=""107038.375""","=""3d6.(5D).5d""","=""4D""","=""7/2""","=""3d5.(2D3).4s.4p.(3P*)""","=""4D*""","=""7/2""",,"=""""","=""L18349c139""",
Fe,1,"=""4620.284""","=""0.017""","=""4620.269""","=""0.003""","=""138""","=""""",,"=""51381.457""","=""53545.833""","=""3d6.(5D).4s (6D).5p""","=""u 5F*""","=""4""","=""3d7.(4F).4d""","=""h 5D""","=""3""",,"=""""","=""L11631""",
Xe,1,"=""4620.93""","=""0.40""","=""4620.45+""","=""0.03""","=""2""","=""""",,"=""93398.253""","=""95562.546""","=""5p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).7f""","=""2[3/2]""","=""2""",,"=""""","=""L1975""",
S,5,"=""""","=""""","=""4620+""","=""30""","=""""","=""2.72e+06""",D+,"=""540451""","=""542615""","=""3s.8d""","=""1D""","=""2""","=""3s.8f""","=""1F*""","=""3""",,"=""T6298c4""","=""""",
Cu,1,"=""4621.31""","=""0.10""","=""4621.28""","=""0.04""","=""342""","=""""",,"=""57912.353""","=""60076.254""","=""3d10.5f""","=""2F*""","=""7/2""","=""3d10.7g""","=""2G""","=""9/2""",,"=""""","=""L18039""",
Th,1,"=""4622.3432""","=""0.0019""","=""4622.3412""","=""0.0003""","=""3""","=""""",,"=""21143.42198""","=""23306.82782""","=""6d3.(2H).7s""","=""1H""","=""5""","=""5f.6d2.7s""","=""3I*""","=""6""",,"=""""","=""L9974""",
Xe,1,"=""4622.95""","=""0.40""","=""4623.59+""","=""0.03""","=""1""","=""""",,"=""93398.253""","=""95561.074""","=""5p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).7f""","=""2[3/2]""","=""1""",,"=""""","=""L1975""",
Fe,1,"=""4625.062""","=""0.017""","=""4625.071""","=""0.009""","=""437""","=""""",,"=""54864.831""","=""57026.960""","=""3d6.4s.(6D).6s""","=""5D""","=""3""","=""3d6.4s.(6D).6p""","=""7F*""","=""3""",,"=""""","=""L11631""",
Xe,1,"=""4625.27""","=""0.40""","=""4624.77+""","=""0.21""","=""1*""","=""""",,"=""95216.46""","=""97378.731""","=""5p5.(2P*<3/2>).10p""","=""2[3/2]""","=""1""","=""5p5.(2P*<3/2>).18d""","=""2[3/2]*""","=""2""",,"=""""","=""L1975""",
Xe,1,"=""4625.27""","=""0.40""","=""4625.6+""","=""0.3""","=""1*""","=""""",,"=""93421.22""","=""95583.08""","=""5p5.(2P*<3/2>).5g""","=""2[5/2]*""","=""2""","=""5p5.(2P*<3/2>).7f""","=""2[7/2]""","=""3""",,"=""""","=""L1975""",
Th,1,"=""4626.2317""","=""0.0024""","=""4626.2282""","=""0.0003""","=""1*""","=""""",,"=""27852.74095""","=""30014.32907""","=""""","=""*""","=""5""","=""6d4""","=""""","=""4""",,"=""""","=""L9974""",
Th,1,"=""4626.2317""","=""0.0024""","=""4626.23128""","=""0.00011""","=""1*""","=""""",,"=""22098.18793""","=""24259.77463""","=""5f.6d.7s.7p""","=""5I""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L9974""",
He,1,"=""""","=""""","=""4627.920580""","=""0.000003""","=""""","=""4.6719e+04""",AAA,"=""[193918.28990114]""","=""[196079.0875698]""","=""1s.5d""","=""1D""","=""2""","=""1s.7p""","=""1P*""","=""1""",,"=""T8636c73""","=""""",
3He,1,"=""""","=""""","=""4628.101585""","=""0.000003""","=""""","=""""",,"=""[193908.02823862]""","=""[196068.7413986]""","=""1s.5d""","=""1D""","=""2""","=""1s.7p""","=""1P*""","=""1""",,"=""""","=""""",
Fe,1,"=""4629.451""","=""0.017""","=""4629.450""","=""0.003""","=""740""","=""""",,"=""51228.553""","=""53388.637""","=""3d6.(5D).4s (6D).4d""","=""e 7G""","=""5""","=""3d7.(4F).5p""","=""5F*""","=""4""",,"=""""","=""L11631""",
Mg,6,"=""""","=""""","=""4630""","=""300""","=""""","=""5.85e+02""",C,"=""1288310?""","=""1290470?""","=""2s2.2p2.(1D).4d""","=""2F""","=""5/2""","=""2s.2p3.(3D*).3d""","=""2F*""","=""5/2""",,"=""u22,LS""","=""""",
Mg,6,"=""""","=""""","=""4630""","=""300""","=""""","=""2.39e+01""",E,"=""1288310?""","=""1290470?""","=""2s2.2p2.(1D).4d""","=""2F""","=""7/2""","=""2s.2p3.(3D*).3d""","=""2F*""","=""5/2""",,"=""u22,LS""","=""""",
Xe,1,"=""4630.15""","=""0.40""","=""4630.1+""","=""0.3""","=""1""","=""""",,"=""94168.86""","=""96328.62""","=""5p5.(2P*<3/2>).9p""","=""2[3/2]""","=""1""","=""5p5.(2P*<3/2>).11d""","=""2[3/2]*""","=""2""",,"=""""","=""L1975""",
Zn,1,"=""4631.849""","=""0.019""","=""4631.849""","=""0.021""","=""1000*""","=""""",,"=""71369.240""","=""73528.205""","=""3d10.4s.5g""","=""3G""","=""3""","=""3d10.4s.7h""","=""(1/2,9/2)*""","=""4""",,"=""""","=""L18676""",
Zn,1,"=""4631.849""","=""0.019""","=""4631.849""","=""0.024""","=""1000*""","=""""",,"=""71369.240""","=""73528.205""","=""3d10.4s.5g""","=""3G""","=""5""","=""3d10.4s.7h""","=""(1/2,11/2)*""","=""6""",,"=""""","=""L18676""",
Zn,1,"=""4631.849""","=""0.019""","=""4631.849""","=""0.026""","=""1000*""","=""""",,"=""71369.240""","=""73528.205""","=""3d10.4s.5g""","=""3G""","=""4""","=""3d10.4s.7h""","=""(1/2,9/2)*""","=""5""",,"=""""","=""L18676""",
Zn,1,"=""4631.849""","=""0.019""","=""4631.849""","=""0.024""","=""1000*""","=""""",,"=""71369.240""","=""73528.205""","=""3d10.4s.5g""","=""1G""","=""4""","=""3d10.4s.7h""","=""(1/2,11/2)*""","=""5""",,"=""""","=""L18676""",
Ar,2,"=""4632.2600""","=""0.0012""","=""4632.260""","=""0.003""","=""30bl""","=""""",,"=""209413.5184""","=""211572.2917""","=""3s2.3p4.(3P).6d""","=""2D""","=""3/2""","=""3s2.3p4.(3P<1>).6f""","=""2[2]*""","=""3/2""",,"=""""","=""L11520""",
Al,2,"=""""","=""""","=""4632.9""","=""1.0""","=""""","=""3.01e+05""",C,"=""145129.51""","=""147288.0""","=""3s.8f""","=""3F*""","=""2""","=""3s.10d""","=""3D""","=""1""",,"=""T6298c4,LS""","=""""",
Al,2,"=""""","=""""","=""4634.80""","=""0.10""","=""""","=""6.74e+02""",E,"=""145129.51""","=""147287.10""","=""3s.8f""","=""3F*""","=""2""","=""3s.10d""","=""3D""","=""3""",,"=""T6298c4,LS""","=""""",
Al,2,"=""""","=""""","=""4635.77""","=""0.10""","=""""","=""3.35e+04""",D,"=""145129.51""","=""147286.65""","=""3s.8f""","=""3F*""","=""2""","=""3s.10d""","=""3D""","=""2""",,"=""T6298c4,LS""","=""""",
Th,2,"=""4635.8672""","=""0.0019""","=""4635.8669""","=""0.0005""","=""3""","=""""",,"=""17722.98541""","=""19880.07926""","=""5f.(2F*).6d2.(3F)""","=""*""","=""9/2""","=""6d3""","=""2G""","=""9/2""",,"=""""","=""L9974""",
Fe,1,"=""4638.303""","=""0.017""","=""4638.303""","=""0.009""","=""510""","=""""",,"=""55390.520""","=""57546.481""","=""3d6.4s.(6D).6s""","=""5D""","=""0""","=""3d6.4s.(6D).6p""","=""5F*""","=""1""",,"=""""","=""L11631""",
Th,2,"=""4638.8386""","=""0.0015""","=""4638.8380""","=""0.0004""","=""9""","=""""",,"=""16818.06540""","=""18973.77768""","=""6d3""","=""2G""","=""7/2""","=""5f.6d.(1F*).7s""","=""*""","=""7/2""",,"=""""","=""L9974""",
Xe,1,"=""4639.68""","=""0.40""","=""4640.17+""","=""0.22""","=""1*""","=""""",,"=""93422.108""","=""95577.20""","=""5p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).7f""","=""2[5/2]""","=""2""",,"=""""","=""L1975""",
Xe,1,"=""4639.68""","=""0.40""","=""4639.8+""","=""2.2""","=""1*""","=""""",,"=""94124.342""","=""[96279.6]""","=""5p5.(2P*<3/2>).8d""","=""2[1/2]*""","=""0""","=""5p5.(2P*<3/2>).12p""","=""2[1/2]""","=""1""",,"=""""","=""L1975""",
Al,2,"=""""","=""""","=""4640.01""","=""0.10""","=""""","=""2.38e+04""",D,"=""145131.93""","=""147287.10""","=""3s.8f""","=""3F*""","=""3""","=""3s.10d""","=""3D""","=""3""",,"=""T6298c4,LS""","=""""",
Ne,1,"=""4640.25""","=""0.40""","=""4640.267""","=""0.007""","=""10*""","=""""",,"=""169534.3826""","=""171689.431""","=""2s2.2p5.(2P*<3/2>).5f""","=""2[9/2]""","=""4""","=""2s2.2p5.(2P*<3/2>).7g""","=""2[11/2]*""","=""5""",,"=""""","=""L1975""",
Ne,1,"=""4640.25""","=""0.40""","=""4640.260""","=""0.007""","=""10*""","=""""",,"=""169534.3865""","=""171689.438""","=""2s2.2p5.(2P*<3/2>).5f""","=""2[9/2]""","=""5""","=""2s2.2p5.(2P*<3/2>).7g""","=""2[11/2]*""","=""6""",,"=""""","=""L1975""",
N,2,"=""""","=""""","=""4640.59""","=""0.10""","=""""","=""2.09e+04""",D,"=""164610.76""","=""166765.66""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s.2p3""","=""1P*""","=""1""",,"=""T7333""","=""""",
Al,2,"=""""","=""""","=""4640.97""","=""0.10""","=""""","=""2.66e+05""",C+,"=""145131.93""","=""147286.65""","=""3s.8f""","=""3F*""","=""3""","=""3s.10d""","=""3D""","=""2""",,"=""T6298c4,LS""","=""""",
Fe,2,"=""4641.249""","=""0.017""","=""4641.297""","=""0.004""","=""1.2e-03""","=""""",,"=""106183.228""","=""108337.798""","=""3d5.(2I).4s.4p.(3P*)""","=""2K*""","=""13/2""","=""3d6.(3G).4d""","=""4I""","=""15/2""",,"=""""","=""L18349c139""",
Ne,2,"=""4641.437""","=""0.012""","=""4641.435""","=""0.006""","=""13""","=""""",,"=""313700.1049""","=""315854.611""","=""2s2.2p4.(3P).6s""","=""4P""","=""1/2""","=""2s2.2p4.(3P).6p""","=""4S*""","=""3/2""",,"=""""","=""L11301""",
Xe,1,"=""4641.81""","=""0.40""","=""4641.60+""","=""0.22""","=""1""","=""""",,"=""93421.53""","=""95575.960""","=""5p5.(2P*<3/2>).5g""","=""2[5/2]*""","=""3""","=""5p5.(2P*<3/2>).7f""","=""2[5/2]""","=""3""",,"=""""","=""L1975""",
He,1,"=""""","=""""","=""4642.4613551""","=""0.0000004""","=""""","=""1.198e+04""",AA,"=""[193917.15128741]""","=""[196071.181064965]""","=""1s.5d""","=""3D""","=""3""","=""1s.7f""","=""1F*""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""4642.4627369""","=""0.0000004""","=""""","=""9.225e+04""",AA,"=""[193917.15192855]""","=""[196071.181064965]""","=""1s.5d""","=""3D""","=""2""","=""1s.7f""","=""1F*""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""4642.4663876""","=""0.0000004""","=""""","=""1.9282e+03""",AAA,"=""[193917.15128741]""","=""[196071.178729980]""","=""1s.5d""","=""3D""","=""3""","=""1s.7f""","=""3F*""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""4642.4677694""","=""0.0000004""","=""""","=""6.7481e+04""",AAA,"=""[193917.15192855]""","=""[196071.178729980]""","=""1s.5d""","=""3D""","=""2""","=""1s.7f""","=""3F*""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""4642.4698499""","=""0.0000004""","=""""","=""4.3385e+05""",AAA,"=""[193917.15128741]""","=""[196071.177123492]""","=""1s.5d""","=""3D""","=""3""","=""1s.7f""","=""3F*""","=""4""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""4642.4718878""","=""0.0000004""","=""""","=""3.6230e+04""",AAA,"=""[193917.15128741]""","=""[196071.176177974]""","=""1s.5d""","=""3D""","=""3""","=""1s.7f""","=""3F*""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""4642.4732696""","=""0.0000004""","=""""","=""2.9340e+05""",AAA,"=""[193917.15192855]""","=""[196071.176177974]""","=""1s.5d""","=""3D""","=""2""","=""1s.7f""","=""3F*""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""4642.4881550""","=""0.0000004""","=""""","=""3.6443e+05""",AAA,"=""[193917.16138710]""","=""[196071.178729980]""","=""1s.5d""","=""3D""","=""1""","=""1s.7f""","=""3F*""","=""2""",,"=""T8636c73""","=""""",
3He,1,"=""""","=""""","=""4642.6699899""","=""0.0000004""","=""""","=""""",,"=""[193906.89057812]""","=""[196060.823556725]""","=""1s.5d""","=""3D""","=""3""","=""1s.7f""","=""1F*""","=""3""",,"=""""","=""""",
3He,1,"=""""","=""""","=""4642.6713712""","=""0.0000004""","=""""","=""""",,"=""[193906.89121896]""","=""[196060.823556725]""","=""1s.5d""","=""3D""","=""2""","=""1s.7f""","=""1F*""","=""3""",,"=""""","=""""",
3He,1,"=""""","=""""","=""4642.6750203""","=""0.0000004""","=""""","=""""",,"=""[193906.89057812]""","=""[196060.821222904]""","=""1s.5d""","=""3D""","=""3""","=""1s.7f""","=""3F*""","=""2""",,"=""""","=""""",
3He,1,"=""""","=""""","=""4642.6764016""","=""0.0000004""","=""""","=""""",,"=""[193906.89121896]""","=""[196060.821222904]""","=""1s.5d""","=""3D""","=""2""","=""1s.7f""","=""3F*""","=""2""",,"=""""","=""""",
3He,1,"=""""","=""""","=""4642.6784825""","=""0.0000004""","=""""","=""""",,"=""[193906.89057812]""","=""[196060.819616636]""","=""1s.5d""","=""3D""","=""3""","=""1s.7f""","=""3F*""","=""4""",,"=""""","=""""",
3He,1,"=""""","=""""","=""4642.6805212""","=""0.0000004""","=""""","=""""",,"=""[193906.89057812]""","=""[196060.818670815]""","=""1s.5d""","=""3D""","=""3""","=""1s.7f""","=""3F*""","=""3""",,"=""""","=""""",
3He,1,"=""""","=""""","=""4642.6819025""","=""0.0000004""","=""""","=""""",,"=""[193906.89121896]""","=""[196060.818670815]""","=""1s.5d""","=""3D""","=""2""","=""1s.7f""","=""3F*""","=""3""",,"=""""","=""""",
3He,1,"=""""","=""""","=""4642.6967865""","=""0.0000004""","=""""","=""""",,"=""[193906.90067630]""","=""[196060.821222904]""","=""1s.5d""","=""3D""","=""1""","=""1s.7f""","=""3F*""","=""2""",,"=""""","=""""",
C,1,"=""""","=""""","=""4643.5343""","=""0.0006""","=""""","=""5.3e+02""",C,"=""81344.05485""","=""83497.58690""","=""2s2.2p.4p""","=""3P""","=""2""","=""2s2.2p.4d""","=""1D*""","=""2""",,"=""T6070""","=""""",
Cu,1,"=""4644.18""","=""0.06""","=""4644.18""","=""0.06""","=""62000*""","=""""",,"=""57924.129""","=""60077.36""","=""3d10.5g""","=""2G""","=""7/2""","=""3d10.7h""","=""2H*""","=""9/2,11/2""",,"=""""","=""L18473""",
Cu,1,"=""4644.18""","=""0.06""","=""4644.18""","=""0.06""","=""62000*""","=""""",,"=""57924.129""","=""60077.36""","=""3d10.5g""","=""2G""","=""9/2""","=""3d10.7h""","=""2H*""","=""9/2,11/2""",,"=""""","=""L18473""",
V,1,"=""""","=""""","=""4644.205""","=""0.005""","=""""","=""2.5e-06""",D+,"=""0.000""","=""2153.221""","=""3d3.4s2""","=""a 4F""","=""3/2""","=""3d4.(5D).4s""","=""a 6D""","=""3/2""",M1,"=""u38""","=""""",
He,1,"=""""","=""""","=""4644.9166442""","=""0.0000004""","=""""","=""3.2955e+05""",AAA,"=""[193918.28990114]""","=""[196071.181064965]""","=""1s.5d""","=""1D""","=""2""","=""1s.7f""","=""1F*""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""4644.9216820""","=""0.0000004""","=""""","=""6.893e+00""",AA,"=""[193918.28990114]""","=""[196071.178729980]""","=""1s.5d""","=""1D""","=""2""","=""1s.7f""","=""3F*""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""4644.9271880""","=""0.0000004""","=""""","=""1.042e+05""",AA,"=""[193918.28990114]""","=""[196071.176177974]""","=""1s.5d""","=""1D""","=""2""","=""1s.7f""","=""3F*""","=""3""",,"=""T8636c73""","=""""",
3He,1,"=""""","=""""","=""4645.1234429""","=""0.0000004""","=""""","=""""",,"=""[193908.02823862]""","=""[196060.823556725]""","=""1s.5d""","=""1D""","=""2""","=""1s.7f""","=""1F*""","=""3""",,"=""""","=""""",
3He,1,"=""""","=""""","=""4645.1284787""","=""0.0000004""","=""""","=""""",,"=""[193908.02823862]""","=""[196060.821222904]""","=""1s.5d""","=""1D""","=""2""","=""1s.7f""","=""3F*""","=""2""",,"=""""","=""""",
3He,1,"=""""","=""""","=""4645.1339854""","=""0.0000004""","=""""","=""""",,"=""[193908.02823862]""","=""[196060.818670815]""","=""1s.5d""","=""1D""","=""2""","=""1s.7f""","=""3F*""","=""3""",,"=""""","=""""",
Ne,1,"=""4645.27""","=""0.40""","=""4645.421""","=""0.007""","=""10*""","=""""",,"=""170317.7465""","=""172470.404""","=""2s2.2p5.(2P*<1/2>).5f""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<1/2>).7g""","=""2[7/2]*""","=""4""",,"=""""","=""L1975""",
Ne,1,"=""4645.27""","=""0.40""","=""4645.362""","=""0.007""","=""10*""","=""""",,"=""170317.6884""","=""172470.373""","=""2s2.2p5.(2P*<1/2>).5f""","=""2[7/2]""","=""4""","=""2s2.2p5.(2P*<1/2>).7g""","=""2[9/2]*""","=""5""",,"=""""","=""L1975""",
Ne,1,"=""4645.27""","=""0.40""","=""4645.423""","=""0.007""","=""10*""","=""""",,"=""170317.7594""","=""172470.416""","=""2s2.2p5.(2P*<1/2>).5f""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).7g""","=""2[7/2]*""","=""3""",,"=""""","=""L1975""",
Ne,1,"=""4645.27""","=""0.40""","=""4645.370""","=""0.007""","=""10*""","=""""",,"=""170317.6829""","=""172470.364""","=""2s2.2p5.(2P*<1/2>).5f""","=""2[7/2]""","=""3""","=""2s2.2p5.(2P*<1/2>).7g""","=""2[9/2]*""","=""4""",,"=""""","=""L1975""",
Fe,1,"=""4645.797""","=""0.006""","=""4645.791""","=""0.003""","=""930""","=""""",,"=""51016.660""","=""53169.146""","=""3d6.(5D).4s (6D).5p""","=""u 5F*""","=""5""","=""3d7.(4F).4d""","=""f 5G""","=""6""",,"=""""","=""L11631""",
Fe,2,"=""4646.345""","=""0.004""","=""4646.3500""","=""0.0011""","=""1.9e-03""","=""""",,"=""105065.627""","=""107217.854""","=""3d6.(5D).5d""","=""6G""","=""7/2""","=""3d6.(5D).6p""","=""6F*""","=""9/2""",,"=""""","=""L18349c139""",
Al,2,"=""""","=""""","=""4647.29""","=""0.10""","=""""","=""2.74e+05""",C+,"=""145135.31""","=""147287.10""","=""3s.8f""","=""3F*""","=""4""","=""3s.10d""","=""3D""","=""3""",,"=""T6298c4,LS""","=""""",
N,1,"=""""","=""""","=""4647.520""","=""0.010""","=""""","=""7.90e+04""",C,"=""104716.950""","=""106868.635""","=""2s2.2p2.(3P).3d""","=""4F""","=""7/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""7/2""",,"=""u18,LS""","=""""",
Ne,1,"=""4647.54""","=""0.40""","=""4647.923""","=""0.007""","=""10*""","=""""",,"=""169538.9794""","=""171690.478""","=""2s2.2p5.(2P*<3/2>).5f""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).7g""","=""2[7/2]*""","=""3""",,"=""""","=""L1975""",
Ne,1,"=""4647.54""","=""0.40""","=""4647.926""","=""0.007""","=""10*""","=""""",,"=""169538.9668""","=""171690.464""","=""2s2.2p5.(2P*<3/2>).5f""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).7g""","=""2[7/2]*""","=""4""",,"=""""","=""L1975""",
Mg,1,"=""4650.399""","=""0.010""","=""4650.449""","=""0.010""","=""10000""","=""1.81e+06""",A,"=""52556.206""","=""54706.536""","=""3s.5s""","=""1S""","=""0""","=""3s.5p""","=""1P*""","=""1""",,"=""T5539""","=""L6692""",
N,1,"=""""","=""""","=""4650.451""","=""0.010""","=""""","=""7.37e+03""",C,"=""104664.130""","=""106814.459""","=""2s2.2p2.(3P).3d""","=""4F""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""5/2""",,"=""u18,LS""","=""""",
Ar,2,"=""4650.589""","=""0.003""","=""4650.5915""","=""0.0009""","=""8""","=""""",,"=""201351.6169""","=""203501.8810""","=""3s2.3p4.(3P).5d""","=""4F""","=""5/2""","=""3s2.3p4.(3P).6p""","=""2D*""","=""5/2""",,"=""""","=""L11520""",
He,1,"=""""","=""""","=""4650.61549079""","=""0.00000006""","=""""","=""1.475e+04""",AA,"=""[193921.11826439]""","=""[196071.371283543]""","=""1s.5f""","=""3F*""","=""3""","=""1s.7g""","=""1G""","=""4""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""4650.61683080""","=""0.00000006""","=""""","=""3.0763e+04""",AAA,"=""[193921.11826439]""","=""[196071.370663981]""","=""1s.5f""","=""3F*""","=""3""","=""1s.7g""","=""3G""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""4650.62099608""","=""0.00000006""","=""""","=""5.1013e+05""",AAA,"=""[193921.11826439]""","=""[196071.368738129]""","=""1s.5f""","=""3F*""","=""3""","=""1s.7g""","=""3G""","=""4""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""4650.62214875""","=""0.00000006""","=""""","=""1.647e+04""",AA,"=""[193921.12134275]""","=""[196071.371283543]""","=""1s.5f""","=""3F*""","=""4""","=""1s.7g""","=""1G""","=""4""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""4650.62348876""","=""0.00000006""","=""""","=""7.0000e+02""",AAA,"=""[193921.12134275]""","=""[196071.370663981]""","=""1s.5f""","=""3F*""","=""4""","=""1s.7g""","=""3G""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""4650.62547382""","=""0.00000006""","=""""","=""5.4880e+05""",AAA,"=""[193921.12134275]""","=""[196071.369746173]""","=""1s.5f""","=""3F*""","=""4""","=""1s.7g""","=""3G""","=""5""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""4650.62765405""","=""0.00000006""","=""""","=""1.7828e+04""",AAA,"=""[193921.12134275]""","=""[196071.368738129]""","=""1s.5f""","=""3F*""","=""4""","=""1s.7g""","=""3G""","=""4""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""4650.63302761""","=""0.00000006""","=""""","=""5.0400e+05""",AAA,"=""[193921.12575310]""","=""[196071.370663981]""","=""1s.5f""","=""3F*""","=""2""","=""1s.7g""","=""3G""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""4650.64277870""","=""0.00000006""","=""""","=""5.1758e+05""",AAA,"=""[193921.13088112]""","=""[196071.371283543]""","=""1s.5f""","=""1F*""","=""3""","=""1s.7g""","=""1G""","=""4""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""4650.64411872""","=""0.00000006""","=""""","=""1.334e+04""",AA,"=""[193921.13088112]""","=""[196071.370663981]""","=""1s.5f""","=""1F*""","=""3""","=""1s.7g""","=""3G""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""4650.64828405""","=""0.00000006""","=""""","=""2.085e+04""",AA,"=""[193921.13088112]""","=""[196071.368738129]""","=""1s.5f""","=""1F*""","=""3""","=""1s.7g""","=""3G""","=""4""",,"=""T8636c73""","=""""",
3He,1,"=""""","=""""","=""4650.82392274""","=""0.00000006""","=""""","=""""",,"=""[193910.85712967]""","=""[196061.013782795]""","=""1s.5f""","=""3F*""","=""3""","=""1s.7g""","=""1G""","=""4""",,"=""""","=""""",
3He,1,"=""""","=""""","=""4650.82526284""","=""0.00000006""","=""""","=""""",,"=""[193910.85712967]""","=""[196061.013163246]""","=""1s.5f""","=""3F*""","=""3""","=""1s.7g""","=""3G""","=""3""",,"=""""","=""""",
3He,1,"=""""","=""""","=""4650.82942810""","=""0.00000006""","=""""","=""""",,"=""[193910.85712967]""","=""[196061.011237574]""","=""1s.5f""","=""3F*""","=""3""","=""1s.7g""","=""3G""","=""4""",,"=""""","=""""",
3He,1,"=""""","=""""","=""4650.83058275""","=""0.00000006""","=""""","=""""",,"=""[193910.86020870]""","=""[196061.013782795]""","=""1s.5f""","=""3F*""","=""4""","=""1s.7g""","=""1G""","=""4""",,"=""""","=""""",
3He,1,"=""""","=""""","=""4650.83192284""","=""0.00000006""","=""""","=""""",,"=""[193910.86020870]""","=""[196061.013163246]""","=""1s.5f""","=""3F*""","=""4""","=""1s.7g""","=""3G""","=""3""",,"=""""","=""""",
3He,1,"=""""","=""""","=""4650.83390783""","=""0.00000006""","=""""","=""""",,"=""[193910.86020870]""","=""[196061.012245558]""","=""1s.5f""","=""3F*""","=""4""","=""1s.7g""","=""3G""","=""5""",,"=""""","=""""",
3He,1,"=""""","=""""","=""4650.83608812""","=""0.00000006""","=""""","=""""",,"=""[193910.86020870]""","=""[196061.011237574]""","=""1s.5f""","=""3F*""","=""4""","=""1s.7g""","=""3G""","=""4""",,"=""""","=""""",
3He,1,"=""""","=""""","=""4650.84146126""","=""0.00000006""","=""""","=""""",,"=""[193910.86461845]""","=""[196061.013163246]""","=""1s.5f""","=""3F*""","=""2""","=""1s.7g""","=""3G""","=""3""",,"=""""","=""""",
3He,1,"=""""","=""""","=""4650.85120862""","=""0.00000006""","=""""","=""""",,"=""[193910.86974433]""","=""[196061.013782795]""","=""1s.5f""","=""1F*""","=""3""","=""1s.7g""","=""1G""","=""4""",,"=""""","=""""",
